================================================================================
功能性隐藏指令归类统计报告 (细粒度 Opcode)
================================================================================

总处理/确认隐藏指令数: 54,281,388
Type A (完全未定义): 6,097,123
Type B (格式不符): 48,184,265

--------------------------------------------------------------------------------
Opcode 归类结果 (已忽略条件码):
唯一 Opcode 数量: 7,214
--------------------------------------------------------------------------------

Opcode       | Instruction Name                                             | Count
0x00FBD842 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA2860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA2862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA2868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA286A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA4860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA4862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA4868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA486A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA7860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA7862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA7868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA786A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA9860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA9862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA9868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA986A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAC860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAC862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAC868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAC86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAE860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAE862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAE868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB3860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB3862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB3868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB386A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB5860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB5862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB5868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB586A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB8860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB8862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB8868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB886A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBA860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBA862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBA868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBA86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBD860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBD868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBD86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBF860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBF862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBF868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBF86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA3860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA3862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA3868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA386A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA5860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA5862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA5868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA586A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA8860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA8862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA8868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA886A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAA860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAA862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAA868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAA86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAD860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAD862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAD868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAF860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAF862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAF868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAF86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB5860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB5862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB5868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB586A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBA860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBA862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBA868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBA86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBF860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBF862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBF868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBF86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB4860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB4862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB4868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB486A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB9860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB9862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB9868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB986A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBE860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBE862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA5860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA5862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA5868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA586A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAA860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAA862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAA868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAA86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAF860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAF862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAF868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB6862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB6868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB686A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBB860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBB862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBB868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBB86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA6860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA6862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA6868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA686A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAB860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAB862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB6860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB6862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB6868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB686A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBB860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBB862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBB868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBB86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA9860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA9862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA986A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAE860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAE862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAE868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FAE86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA3860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA3862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA3868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA386A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA6860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA6862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA8860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA8862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA8868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BA886A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAB860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAB862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAB868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAB86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAD860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BAD862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB2860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB2862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB2868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB286A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB4860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB4862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB4868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB486A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB7868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB786A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB9860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB9862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB9868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BB986A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBC860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBC86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBE860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBE862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00BBE86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA2860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA2862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA2868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA286A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA4860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA4862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA4868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA486A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA7860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA7862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA7868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FA786A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB2860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB2862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB2868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB286A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB7860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB7862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB7868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FB786A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBC860 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBC862 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBC868 | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00FBC86A | VCVT (between floating-point and fixed-point, floating-point) | 144
0x00320006 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 143
0x00320007 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 143
0x00380006 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 143
0x00290007 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 143
0x00730005 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 143
0x00730006 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 143
0x00720005 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 143
0x00310007 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 143
0x00620005 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 143
0x00680006 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 143
0x00210006 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 142
0x006A0006 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 142
0x00390007 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 142
0x007A0005 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 142
0x007A0006 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 142
0x00630006 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 142
0x00330007 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 142
0x00610005 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 142
0x00610006 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 142
0x003A0006 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 141
0x003A0007 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 141
0x00290006 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 141
0x006A0005 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 141
0x00690006 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 141
0x00390006 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 141
0x00630005 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 141
0x002A0006 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 141
0x00710005 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 141
0x00710006 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 141
0x00680005 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 141
0x00300006 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 141
0x00300007 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 141
0x00220007 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 141
0x00700005 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 141
0x00280007 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 141
0x00790005 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 140
0x00720006 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 140
0x00690005 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 140
0x00330006 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 140
0x002A0007 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 140
0x00600005 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 140
0x00600006 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 140
0x00220006 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 140
0x00700006 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 140
0x00280006 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 140
0x00A0000C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 137
0x00A0000D | VSTM, VSTMDB, VSTMIA - Increment After variant               | 137
0x003B0012 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 136
0x003B0013 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 136
0x00D90013 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 136
0x00C0000B | VSTM, VSTMDB, VSTMIA - Increment After variant               | 136
0x00290008 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 135
0x00D90014 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 135
0x00680007 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 135
0x00210008 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 134
0x00790007 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 134
0x00F90013 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 134
0x00F90014 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 134
0x00E90013 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 134
0x00C90013 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 134
0x00E0000B | VSTM, VSTMDB, VSTMIA - Increment After variant               | 134
0x00E0000C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 134
0x0020000D | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 134
0x00A1000C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 134
0x00700008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 134
0x00B1000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 133
0x00890014 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 133
0x00890015 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 133
0x00A90014 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 133
0x00A90015 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 133
0x0081000C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 133
0x00E90014 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 133
0x00690008 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 133
0x00C90014 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 133
0x0091000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 133
0x0091000D | VLDM, VLDMDB, VLDMIA - Increment After variant               | 133
0x0020000C | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 133
0x00D1000B | VLDM, VLDMDB, VLDMIA - Increment After variant               | 133
0x00F1000B | VLDM, VLDMDB, VLDMIA - Increment After variant               | 133
0x00F1000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 133
0x00C0000C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 133
0x00E8000B | VSTM, VSTMDB, VSTMIA - Increment After variant               | 133
0x00B8000D | VLDM, VLDMDB, VLDMIA - Increment After variant               | 133
0x00330009 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 133
0x00780007 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 133
0x00F8000B | VLDM, VLDMDB, VLDMIA - Increment After variant               | 133
0x00C8000C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 133
0x00680008 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 133
0x00A1000D | VSTM, VSTMDB, VSTMIA - Increment After variant               | 133
0x00320008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 132
0x00380008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 132
0x00B0000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x00B0000D | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x00B1000D | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x00A8000C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 132
0x00A8000D | VSTM, VSTMDB, VSTMIA - Increment After variant               | 132
0x00290009 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 132
0x00230008 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 132
0x00230009 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 132
0x00210009 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 132
0x0081000D | VSTM, VSTMDB, VSTMIA - Increment After variant               | 132
0x00D8000B | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x00D8000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x00730007 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 132
0x00F0000B | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x00F0000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x00C1000B | VSTM, VSTMDB, VSTMIA - Increment After variant               | 132
0x00C1000C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 132
0x00690007 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 132
0x00390008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 132
0x00390009 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 132
0x00D1000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x00E8000C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 132
0x00E1000B | VSTM, VSTMDB, VSTMIA - Increment After variant               | 132
0x00E1000C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 132
0x00B8000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x0090000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x0090000D | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x00330008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 132
0x0098000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x0098000D | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x002A0008 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 132
0x002A0009 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 132
0x00D0000B | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x00D0000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x00F8000C | VLDM, VLDMDB, VLDMIA - Increment After variant               | 132
0x00C8000B | VSTM, VSTMDB, VSTMIA - Increment After variant               | 132
0x00620007 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 132
0x00710007 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 132
0x00710008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 132
0x00610007 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 132
0x0088000C | VSTM, VSTMDB, VSTMIA - Increment After variant               | 132
0x0088000D | VSTM, VSTMDB, VSTMIA - Increment After variant               | 132
0x00600008 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 132
0x00700007 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 132
0x00320009 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 131
0x00730008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 131
0x00790008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 131
0x00720008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 131
0x006A0007 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 131
0x007A0007 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 131
0x00630007 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 131
0x00780008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 131
0x00620008 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 131
0x00600007 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 131
0x00300009 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 131
0x00220008 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 131
0x00280008 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 131
0x00280009 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 131
0x00380009 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 130
0x003A0008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 130
0x003A0009 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 130
0x00800011 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 130
0x00720007 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 130
0x006A0008 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 130
0x00310008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 130
0x00310009 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 130
0x007A0008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 130
0x00630008 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 130
0x00610008 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 130
0x00300008 | VLDM, VLDMDB, VLDMIA - Decrement Before variant              | 130
0x00220009 | VSTM, VSTMDB, VSTMIA - Decrement Before variant              | 130
0x00800010 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 129
0x00990000 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00A90000 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 128
0x00D90000 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00B90000 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00C90000 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 128
0x00E90000 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 128
0x00F90000 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00900000 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00910000 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00980000 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00A10000 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 128
0x00A00000 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 128
0x00A80000 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 128
0x00B10000 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00B00000 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00B80000 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00C10000 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 128
0x00C00000 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 128
0x00C80000 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 128
0x00D10000 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00D00000 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00D80000 | VLDM, VLDMDB, VLDMIA - Increment After variant               | 128
0x00E10000 | VSTM, VSTMDB, VSTMIA - Increment After variant               | 128
