================================================================================
功能性隐藏指令归类统计报告 (细粒度 Opcode)
================================================================================

总处理/确认隐藏指令数: 54,281,388
Type A (完全未定义): 6,097,123
Type B (格式不符): 48,184,265

--------------------------------------------------------------------------------
Opcode 归类结果 (已忽略条件码):
唯一 Opcode 数量: 7,214
--------------------------------------------------------------------------------

Opcode       | Instruction Name                                             | Count
0x00300002 | LDRSHT                                                       | 1,375
0x00310003 | LDRSBT                                                       | 1,375
0x0032000E | LDRHT                                                        | 1,375
0x0032000B | LDRSHT                                                       | 1,375
0x00350002 | LDRHT                                                        | 1,375
0x00350003 | LDRHT                                                        | 1,375
0x00B2000C | LDRHT                                                        | 1,375
0x00B3000D | LDRSHT                                                       | 1,375
0x00B4000C | LDRSBT                                                       | 1,375
0x00A5000B | STRHT                                                        | 1,375
0x00320009 | LDRHT                                                        | 1,374
0x00340006 | LDRSBT                                                       | 1,374
0x00B10005 | LDRSBT                                                       | 1,374
0x00B2000E | LDRSHT                                                       | 1,374
0x00B20005 | LDRSBT                                                       | 1,374
0x00B30000 | LDRSHT                                                       | 1,374
0x00B4000D | LDRSBT                                                       | 1,374
0x00B4000A | LDRSHT                                                       | 1,374
0x00B50004 | LDRSHT                                                       | 1,374
0x00240009 | STRHT                                                        | 1,374
0x00250005 | STRHT                                                        | 1,374
0x00A6000D | STRHT                                                        | 1,374
0x00320007 | LDRSBT                                                       | 1,373
0x00340004 | LDRHT                                                        | 1,373
0x00340006 | LDRSHT                                                       | 1,373
0x00350002 | LDRSHT                                                       | 1,373
0x00360003 | LDRSHT                                                       | 1,373
0x00B0000C | LDRHT                                                        | 1,373
0x00B0000A | LDRSHT                                                       | 1,373
0x00B1000A | LDRSHT                                                       | 1,373
0x00B2000C | LDRSBT                                                       | 1,373
0x00B50004 | LDRSBT                                                       | 1,373
0x00230006 | STRHT                                                        | 1,373
0x00230007 | STRHT                                                        | 1,373
0x00240008 | STRHT                                                        | 1,373
0x00A60008 | STRHT                                                        | 1,373
0x0032000C | LDRSBT                                                       | 1,372
0x00330003 | LDRHT                                                        | 1,372
0x00B00009 | LDRSHT                                                       | 1,372
0x00B20006 | LDRSBT                                                       | 1,372
0x00B4000B | LDRHT                                                        | 1,372
0x00B40002 | LDRSHT                                                       | 1,372
0x00210002 | STRHT                                                        | 1,372
0x00A40006 | STRHT                                                        | 1,372
0x00A4000D | STRHT                                                        | 1,372
0x00A4000E | STRHT                                                        | 1,372
0x00A5000D | STRHT                                                        | 1,372
0x00300002 | LDRSBT                                                       | 1,371
0x00300003 | LDRSBT                                                       | 1,371
0x00310002 | LDRHT                                                        | 1,371
0x0032000B | LDRSBT                                                       | 1,371
0x0032000E | LDRSHT                                                       | 1,371
0x0034000B | LDRSBT                                                       | 1,371
0x00360002 | LDRSHT                                                       | 1,371
0x00B0000F | LDRSBT                                                       | 1,371
0x00B00009 | LDRHT                                                        | 1,371
0x00B0000E | LDRHT                                                        | 1,371
0x00B0000D | LDRSHT                                                       | 1,371
0x00B10007 | LDRSHT                                                       | 1,371
0x00B10007 | LDRHT                                                        | 1,371
0x00B20003 | LDRHT                                                        | 1,371
0x00B20005 | LDRSHT                                                       | 1,371
0x00B2000D | LDRSBT                                                       | 1,371
0x00B40007 | LDRSHT                                                       | 1,371
0x00220008 | STRHT                                                        | 1,371
0x00320006 | LDRHT                                                        | 1,370
0x0034000A | LDRSHT                                                       | 1,370
0x00350002 | LDRSBT                                                       | 1,370
0x00B0000D | LDRSBT                                                       | 1,370
0x00B00003 | LDRHT                                                        | 1,370
0x00B00004 | LDRHT                                                        | 1,370
0x00B00007 | LDRHT                                                        | 1,370
0x00B10003 | LDRSHT                                                       | 1,370
0x00B1000B | LDRHT                                                        | 1,370
0x00B30005 | LDRHT                                                        | 1,370
0x00B50002 | LDRHT                                                        | 1,370
0x00220009 | STRHT                                                        | 1,370
0x00230009 | STRHT                                                        | 1,370
0x00A60009 | STRHT                                                        | 1,370
0x00A6000E | STRHT                                                        | 1,370
0x00310003 | LDRSHT                                                       | 1,369
0x00350003 | LDRSHT                                                       | 1,369
0x00B0000F | LDRSHT                                                       | 1,369
0x00B10009 | LDRSHT                                                       | 1,369
0x00B2000A | LDRSBT                                                       | 1,369
0x00B30008 | LDRHT                                                        | 1,369
0x00B3000A | LDRHT                                                        | 1,369
0x00B40004 | LDRSBT                                                       | 1,369
0x00B50003 | LDRSBT                                                       | 1,369
0x00B60004 | LDRSBT                                                       | 1,369
0x00B60004 | LDRHT                                                        | 1,369
0x00B60000 | LDRSHT                                                       | 1,369
0x00B60004 | LDRSHT                                                       | 1,369
0x00260002 | STRHT                                                        | 1,369
0x00A40007 | STRHT                                                        | 1,369
0x00A50005 | STRHT                                                        | 1,369
0x00250001 | STRHT                                                        | 1,369
0x00A60006 | STRHT                                                        | 1,369
0x00A60007 | STRHT                                                        | 1,369
0x00B1000F | LDRHT                                                        | 1,368
0x00B20004 | LDRHT                                                        | 1,368
0x00B2000A | LDRSHT                                                       | 1,368
0x00A40009 | STRHT                                                        | 1,368
0x00A60005 | STRHT                                                        | 1,368
0x00340006 | LDRHT                                                        | 1,367
0x00350003 | LDRSBT                                                       | 1,367
0x00360004 | LDRSHT                                                       | 1,367
0x00B00005 | LDRSHT                                                       | 1,367
0x00B10006 | LDRHT                                                        | 1,367
0x00B20007 | LDRSHT                                                       | 1,367
0x00B3000B | LDRSBT                                                       | 1,367
0x00B40006 | LDRSHT                                                       | 1,367
0x00230002 | STRHT                                                        | 1,367
0x00A6000F | STRHT                                                        | 1,367
0x00B1000A | LDRSBT                                                       | 1,366
0x00B1000B | LDRSBT                                                       | 1,366
0x00B30007 | LDRSHT                                                       | 1,366
0x00B30002 | LDRSBT                                                       | 1,366
0x00B60002 | LDRHT                                                        | 1,366
0x00A50007 | STRHT                                                        | 1,366
0x00320006 | LDRSBT                                                       | 1,365
0x00320009 | LDRSBT                                                       | 1,365
0x00320004 | LDRHT                                                        | 1,365
0x00320007 | LDRHT                                                        | 1,365
0x0034000C | LDRHT                                                        | 1,365
0x00B00003 | LDRSHT                                                       | 1,365
0x00B00004 | LDRSHT                                                       | 1,365
0x00B10004 | LDRSBT                                                       | 1,365
0x00B20009 | LDRSHT                                                       | 1,365
0x00B3000B | LDRHT                                                        | 1,365
0x00A40005 | STRHT                                                        | 1,365
0x00A6000A | STRHT                                                        | 1,365
0x00A6000B | STRHT                                                        | 1,365
0x00340004 | LDRSBT                                                       | 1,364
0x0034000B | LDRHT                                                        | 1,364
0x00B00002 | LDRSHT                                                       | 1,364
0x00B1000E | LDRHT                                                        | 1,364
0x00B20008 | LDRSHT                                                       | 1,364
0x00B2000E | LDRSBT                                                       | 1,364
0x00B30002 | LDRSHT                                                       | 1,364
0x00B40007 | LDRSBT                                                       | 1,364
0x00B4000D | LDRHT                                                        | 1,364
0x00B40000 | LDRSHT                                                       | 1,364
0x00B40009 | LDRSHT                                                       | 1,364
0x00B4000B | LDRSHT                                                       | 1,364
0x00B50003 | LDRSHT                                                       | 1,364
0x00B50002 | LDRSBT                                                       | 1,364
0x00A00003 | STRHT                                                        | 1,364
0x0022000A | STRHT                                                        | 1,364
0x00A60003 | STRHT                                                        | 1,364
0x00330004 | LDRHT                                                        | 1,363
0x00340005 | LDRSBT                                                       | 1,363
0x00B00008 | LDRSHT                                                       | 1,363
0x00B20006 | LDRHT                                                        | 1,363
0x00B2000A | LDRHT                                                        | 1,363
0x00B20009 | LDRSBT                                                       | 1,363
0x00B3000F | LDRHT                                                        | 1,363
0x00B40006 | LDRHT                                                        | 1,363
0x00220005 | STRHT                                                        | 1,363
0x00220007 | STRHT                                                        | 1,363
0x0032000A | LDRSBT                                                       | 1,362
0x0032000D | LDRSBT                                                       | 1,362
0x00320005 | LDRSHT                                                       | 1,362
0x0034000F | LDRSBT                                                       | 1,362
0x00360002 | LDRHT                                                        | 1,362
0x00B10005 | LDRHT                                                        | 1,362
0x00B20005 | LDRHT                                                        | 1,362
0x00B30004 | LDRHT                                                        | 1,362
0x00B30004 | LDRSBT                                                       | 1,362
0x00B40005 | LDRSBT                                                       | 1,362
0x00A40008 | STRHT                                                        | 1,362
0x00310004 | LDRSHT                                                       | 1,361
0x00330002 | LDRSBT                                                       | 1,361
0x00B00002 | LDRHT                                                        | 1,361
0x00B00005 | LDRHT                                                        | 1,361
0x00B00007 | LDRSHT                                                       | 1,361
0x00B1000E | LDRSBT                                                       | 1,361
0x00B10004 | LDRHT                                                        | 1,361
0x00B1000A | LDRHT                                                        | 1,361
0x00B1000D | LDRHT                                                        | 1,361
0x00B20004 | LDRSHT                                                       | 1,361
0x00B20003 | LDRSBT                                                       | 1,361
0x00B4000A | LDRHT                                                        | 1,361
0x00B60003 | LDRHT                                                        | 1,361
0x0022000E | STRHT                                                        | 1,361
0x0032000E | LDRSBT                                                       | 1,360
0x0032000F | LDRSBT                                                       | 1,360
0x00B0000A | LDRHT                                                        | 1,360
0x00B0000B | LDRHT                                                        | 1,360
0x00B10006 | LDRSHT                                                       | 1,360
0x00B20006 | LDRSHT                                                       | 1,360
0x00B30009 | LDRSHT                                                       | 1,360
0x00A50008 | STRHT                                                        | 1,360
0x00320003 | LDRHT                                                        | 1,359
0x00B00006 | LDRHT                                                        | 1,359
0x00B10004 | LDRSHT                                                       | 1,359
0x00B1000C | LDRSBT                                                       | 1,359
0x00B1000D | LDRSBT                                                       | 1,359
0x00B10009 | LDRHT                                                        | 1,359
0x00B2000E | LDRHT                                                        | 1,359
0x00B20004 | LDRSBT                                                       | 1,359
0x00B30006 | LDRHT                                                        | 1,359
0x00B40008 | LDRSHT                                                       | 1,359
0x00B50004 | LDRHT                                                        | 1,359
0x00A50009 | STRHT                                                        | 1,359
0x00220006 | STRHT                                                        | 1,359
0x00340009 | LDRHT                                                        | 1,358
0x00350004 | LDRSBT                                                       | 1,358
0x00B1000C | LDRHT                                                        | 1,358
0x00B3000F | LDRSBT                                                       | 1,358
0x00A00002 | STRHT                                                        | 1,358
0x00340003 | LDRSBT                                                       | 1,357
0x00340008 | LDRHT                                                        | 1,357
0x0034000D | LDRHT                                                        | 1,357
0x00B10006 | LDRSBT                                                       | 1,357
0x00B20003 | LDRSHT                                                       | 1,357
0x00B40004 | LDRSHT                                                       | 1,357
0x00A30003 | STRHT                                                        | 1,357
0x00A5000E | STRHT                                                        | 1,357
0x00300002 | LDRHT                                                        | 1,356
0x00310003 | LDRHT                                                        | 1,356
0x00B00003 | LDRSBT                                                       | 1,356
0x00B20002 | LDRSHT                                                       | 1,356
0x00B40008 | LDRHT                                                        | 1,356
0x00B40003 | LDRSHT                                                       | 1,356
0x00A50004 | STRHT                                                        | 1,356
0x00A60002 | STRHT                                                        | 1,356
0x00B00006 | LDRSHT                                                       | 1,355
0x00B30007 | LDRHT                                                        | 1,355
0x00B40002 | LDRHT                                                        | 1,355
0x00B50002 | LDRSHT                                                       | 1,355
0x00A5000A | STRHT                                                        | 1,355
0x0022000B | STRHT                                                        | 1,355
0x00B3000B | LDRSHT                                                       | 1,354
0x00B40009 | LDRSBT                                                       | 1,354
0x00A30000 | STRHT                                                        | 1,354
0x00A5000F | STRHT                                                        | 1,354
0x00300000 | LDRHT                                                        | 1,353
0x00320002 | LDRHT                                                        | 1,353
0x0034000A | LDRHT                                                        | 1,353
0x00B30003 | LDRSBT                                                       | 1,353
0x00B50003 | LDRHT                                                        | 1,353
0x00A30002 | STRHT                                                        | 1,353
0x00B60003 | LDRSHT                                                       | 1,352
0x00300000 | LDRSBT                                                       | 1,351
0x0032000B | LDRHT                                                        | 1,351
0x00320004 | LDRSHT                                                       | 1,351
0x00340003 | LDRSHT                                                       | 1,351
0x00B10005 | LDRSHT                                                       | 1,351
0x00A40003 | STRHT                                                        | 1,351
0x00A50000 | STRHT                                                        | 1,351
0x00340007 | LDRHT                                                        | 1,350
0x00B0000F | LDRHT                                                        | 1,350
0x00B30009 | LDRHT                                                        | 1,350
0x00B3000F | LDRSHT                                                       | 1,350
0x00B40002 | LDRSBT                                                       | 1,350
0x00B10008 | LDRHT                                                        | 1,349
0x00B30002 | LDRHT                                                        | 1,349
0x00B40008 | LDRSBT                                                       | 1,349
0x00B60002 | LDRSHT                                                       | 1,349
0x00220002 | STRHT                                                        | 1,349
0x00340002 | LDRHT                                                        | 1,348
0x00B40006 | LDRSBT                                                       | 1,348
0x00B40004 | LDRHT                                                        | 1,348
0x00A40004 | STRHT                                                        | 1,348
0x00240001 | STRHT                                                        | 1,348
0x00B2000F | LDRHT                                                        | 1,347
0x00B30005 | LDRSHT                                                       | 1,347
0x00B3000A | LDRSHT                                                       | 1,347
0x00B40003 | LDRHT                                                        | 1,347
0x00B30003 | LDRSHT                                                       | 1,346
0x00B40000 | LDRHT                                                        | 1,346
0x00B40005 | LDRSHT                                                       | 1,346
0x00A60000 | STRHT                                                        | 1,346
0x0032000A | LDRHT                                                        | 1,345
0x00340002 | LDRSHT                                                       | 1,345
0x00B10002 | LDRHT                                                        | 1,344
0x00B30007 | LDRSBT                                                       | 1,344
0x00B40005 | LDRHT                                                        | 1,344
0x00220004 | STRHT                                                        | 1,344
0x00320000 | LDRSBT                                                       | 1,343
0x00320003 | LDRSHT                                                       | 1,343
0x00B10003 | LDRHT                                                        | 1,343
0x00B30005 | LDRSBT                                                       | 1,343
0x00B40009 | LDRHT                                                        | 1,343
0x00A50002 | STRHT                                                        | 1,343
0x00320003 | LDRSBT                                                       | 1,342
0x00340003 | LDRHT                                                        | 1,342
0x00A60004 | STRHT                                                        | 1,342
0x00B00000 | LDRHT                                                        | 1,341
0x00B00000 | LDRSHT                                                       | 1,341
0x00B30004 | LDRSHT                                                       | 1,341
0x00220003 | STRHT                                                        | 1,341
0x0022000C | STRHT                                                        | 1,341
0x00B10003 | LDRSBT                                                       | 1,340
0x00B20002 | LDRSBT                                                       | 1,340
0x00B10000 | LDRHT                                                        | 1,339
0x00B40003 | LDRSBT                                                       | 1,339
0x00B20000 | LDRHT                                                        | 1,338
0x00A40002 | STRHT                                                        | 1,337
0x0022000D | STRHT                                                        | 1,337
0x00B00000 | LDRSBT                                                       | 1,336
0x00B30003 | LDRHT                                                        | 1,336
0x00B10002 | LDRSHT                                                       | 1,335
0x00B20002 | LDRHT                                                        | 1,335
0x00A50003 | STRHT                                                        | 1,335
0x00320002 | LDRSBT                                                       | 1,334
0x00320002 | LDRSHT                                                       | 1,334
0x00340002 | LDRSBT                                                       | 1,334
0x00320005 | LDRSBT                                                       | 1,332
0x00B10000 | LDRSBT                                                       | 1,332
0x00A40000 | STRHT                                                        | 1,332
0x00300000 | LDRSHT                                                       | 1,330
0x00B10002 | LDRSBT                                                       | 1,330
0x00B20000 | LDRSHT                                                       | 1,330
0x00320004 | LDRSBT                                                       | 1,329
0x00B30006 | LDRSBT                                                       | 1,329
0x00B00002 | LDRSBT                                                       | 1,326
0x00B10000 | LDRSHT                                                       | 1,325
0x00B20000 | LDRSBT                                                       | 1,324
0x00330000 | LDRSBT                                                       | 1,321
0x00A10000 | STRHT                                                        | 1,315
0x00330000 | LDRHT                                                        | 1,312
0x00330000 | LDRSHT                                                       | 1,312
0x00320000 | LDRHT                                                        | 1,302
0x00320000 | LDRSHT                                                       | 1,302
0x00210000 | STRHT                                                        | 1,288
0x00220000 | STRHT                                                        | 1,284
0x00A20000 | STRHT                                                        | 1,279
0x00360000 | LDRSBT                                                       | 1,273
0x00260000 | STRHT                                                        | 1,272
0x00360000 | LDRHT                                                        | 1,269
0x00350000 | LDRSHT                                                       | 1,265
0x00340000 | LDRHT                                                        | 1,264
0x00350000 | LDRSBT                                                       | 1,261
0x00360000 | LDRSHT                                                       | 1,261
0x00340000 | LDRSHT                                                       | 1,255
0x00350000 | LDRHT                                                        | 1,254
0x00A00000 | STRHT                                                        | 1,249
0x00340000 | LDRSBT                                                       | 1,243
0x00240000 | STRHT                                                        | 1,220
0x00230000 | STRHT                                                        | 1,201
0x00250000 | STRHT                                                        | 1,201
0x02D00000 | UNDEFINED (Cat 001)                                          | 992
0x02E00000 | UNDEFINED (Cat 001)                                          | 992
0x02100390 | VQRDMLAH                                                     | 980
0x02200390 | VQRDMLAH                                                     | 980
0x02100310 | VQRDMLAH                                                     | 966
0x02200310 | VQRDMLAH                                                     | 966
0x02900000 | UNDEFINED (Cat 001)                                          | 960
0x02A00000 | UNDEFINED (Cat 001)                                          | 960
0x04000200 | VST1 (multiple single elements)                              | 674
0x04800301 | VST4 (single 4-element structure from one lane)              | 672
0x04800302 | VST4 (single 4-element structure from one lane)              | 672
0x04800303 | VST4 (single 4-element structure from one lane)              | 672
0x04800304 | VST4 (single 4-element structure from one lane)              | 672
0x04800305 | VST4 (single 4-element structure from one lane)              | 672
0x04800306 | VST4 (single 4-element structure from one lane)              | 672
0x04800307 | VST4 (single 4-element structure from one lane)              | 672
0x04800308 | VST4 (single 4-element structure from one lane)              | 672
0x04800309 | VST4 (single 4-element structure from one lane)              | 672
0x0480030A | VST4 (single 4-element structure from one lane)              | 672
0x0480030B | VST4 (single 4-element structure from one lane)              | 672
0x0480030C | VST4 (single 4-element structure from one lane)              | 672
0x0480030D | VST4 (single 4-element structure from one lane)              | 672
0x0480030E | VST4 (single 4-element structure from one lane)              | 672
0x0480030F | VST4 (single 4-element structure from one lane)              | 672
0x04800300 | VST4 (single 4-element structure from one lane)              | 670
0x04800701 | VST4 (single 4-element structure from one lane)              | 664
0x04800700 | VST4 (single 4-element structure from one lane)              | 656
0x04800702 | VST4 (single 4-element structure from one lane)              | 656
0x04800703 | VST4 (single 4-element structure from one lane)              | 656
0x04800704 | VST4 (single 4-element structure from one lane)              | 656
0x04800705 | VST4 (single 4-element structure from one lane)              | 656
0x04800706 | VST4 (single 4-element structure from one lane)              | 656
0x04800707 | VST4 (single 4-element structure from one lane)              | 656
0x04800708 | VST4 (single 4-element structure from one lane)              | 656
0x04800709 | VST4 (single 4-element structure from one lane)              | 656
0x0480070A | VST4 (single 4-element structure from one lane)              | 656
0x0480070B | VST4 (single 4-element structure from one lane)              | 656
0x0480070C | VST4 (single 4-element structure from one lane)              | 656
0x0480070D | VST4 (single 4-element structure from one lane)              | 656
0x0480070E | VST4 (single 4-element structure from one lane)              | 656
0x0480070F | VST4 (single 4-element structure from one lane)              | 656
0x04800501 | VST2 (single 2-element structure from one lane)              | 642
0x04800101 | VST2 (single 2-element structure from one lane)              | 640
0x04800102 | VST2 (single 2-element structure from one lane)              | 640
0x04800103 | VST2 (single 2-element structure from one lane)              | 640
0x04800104 | VST2 (single 2-element structure from one lane)              | 640
0x04800105 | VST2 (single 2-element structure from one lane)              | 640
0x04800106 | VST2 (single 2-element structure from one lane)              | 640
0x04800107 | VST2 (single 2-element structure from one lane)              | 640
0x04800108 | VST2 (single 2-element structure from one lane)              | 640
0x04800109 | VST2 (single 2-element structure from one lane)              | 640
0x0480010A | VST2 (single 2-element structure from one lane)              | 640
0x0480010B | VST2 (single 2-element structure from one lane)              | 640
0x0480010C | VST2 (single 2-element structure from one lane)              | 640
0x0480010D | VST2 (single 2-element structure from one lane)              | 640
0x0480010E | VST2 (single 2-element structure from one lane)              | 640
0x0480010F | VST2 (single 2-element structure from one lane)              | 640
0x04800200 | VST3 (single 3-element structure from one lane)              | 640
0x04800500 | VST2 (single 2-element structure from one lane)              | 640
0x04800502 | VST2 (single 2-element structure from one lane)              | 640
0x04800503 | VST2 (single 2-element structure from one lane)              | 640
0x04800504 | VST2 (single 2-element structure from one lane)              | 640
0x04800505 | VST2 (single 2-element structure from one lane)              | 640
0x04800506 | VST2 (single 2-element structure from one lane)              | 640
0x04800507 | VST2 (single 2-element structure from one lane)              | 640
0x04800508 | VST2 (single 2-element structure from one lane)              | 640
0x04800509 | VST2 (single 2-element structure from one lane)              | 640
0x0480050A | VST2 (single 2-element structure from one lane)              | 640
0x0480050B | VST2 (single 2-element structure from one lane)              | 640
0x0480050C | VST2 (single 2-element structure from one lane)              | 640
0x0480050D | VST2 (single 2-element structure from one lane)              | 640
0x0480050E | VST2 (single 2-element structure from one lane)              | 640
0x0480050F | VST2 (single 2-element structure from one lane)              | 640
0x04800600 | VST3 (single 3-element structure from one lane)              | 640
0x04800100 | VST2 (single 2-element structure from one lane)              | 638
0x04000300 | VST2 (multiple 2-element structures)                         | 632
0x04800000 | VST1 (single element from one lane)                          | 610
0x04000101 | VST4 (multiple 4-element structures)                         | 576
0x04000001 | VST4 (multiple 4-element structures)                         | 568
0x04000102 | VST4 (multiple 4-element structures)                         | 560
0x04000103 | VST4 (multiple 4-element structures)                         | 560
0x04000104 | VST4 (multiple 4-element structures)                         | 560
0x04000105 | VST4 (multiple 4-element structures)                         | 560
0x04000106 | VST4 (multiple 4-element structures)                         | 560
0x04000100 | VST4 (multiple 4-element structures)                         | 558
0x04000700 | VST1 (multiple single elements)                              | 552
0x04000000 | VST4 (multiple 4-element structures)                         | 552
0x04000002 | VST4 (multiple 4-element structures)                         | 552
0x04000003 | VST4 (multiple 4-element structures)                         | 552
0x04000004 | VST4 (multiple 4-element structures)                         | 552
0x04000005 | VST4 (multiple 4-element structures)                         | 552
0x04000006 | VST4 (multiple 4-element structures)                         | 552
0x04000600 | VST1 (multiple single elements)                              | 550
0x04000301 | VST2 (multiple 2-element structures)                         | 536
0x04000302 | VST2 (multiple 2-element structures)                         | 536
0x04000303 | VST2 (multiple 2-element structures)                         | 536
0x04000304 | VST2 (multiple 2-element structures)                         | 536
0x04000305 | VST2 (multiple 2-element structures)                         | 536
0x04000306 | VST2 (multiple 2-element structures)                         | 536
0x04000307 | VST2 (multiple 2-element structures)                         | 536
0x04A00000 | VLD1 (single element to one lane)                            | 504
0x04A00500 | VLD2 (single 2-element structure to one lane)                | 499
0x04A00100 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00101 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00102 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00103 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00104 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00105 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00106 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00107 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00108 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00109 | VLD2 (single 2-element structure to one lane)                | 496
0x04A0010A | VLD2 (single 2-element structure to one lane)                | 496
0x04A0010B | VLD2 (single 2-element structure to one lane)                | 496
0x04A0010C | VLD2 (single 2-element structure to one lane)                | 496
0x04A0010D | VLD2 (single 2-element structure to one lane)                | 496
0x04A0010E | VLD2 (single 2-element structure to one lane)                | 496
0x04A0010F | VLD2 (single 2-element structure to one lane)                | 496
0x04A00501 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00502 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00503 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00504 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00505 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00506 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00507 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00508 | VLD2 (single 2-element structure to one lane)                | 496
0x04A00509 | VLD2 (single 2-element structure to one lane)                | 496
0x04A0050A | VLD2 (single 2-element structure to one lane)                | 496
0x04A0050B | VLD2 (single 2-element structure to one lane)                | 496
0x04A0050C | VLD2 (single 2-element structure to one lane)                | 496
0x04A0050D | VLD2 (single 2-element structure to one lane)                | 496
0x04A0050E | VLD2 (single 2-element structure to one lane)                | 496
0x04A0050F | VLD2 (single 2-element structure to one lane)                | 496
0x04000201 | VST1 (multiple single elements)                              | 496
0x04000202 | VST1 (multiple single elements)                              | 496
0x04000203 | VST1 (multiple single elements)                              | 496
0x04000204 | VST1 (multiple single elements)                              | 496
0x04000205 | VST1 (multiple single elements)                              | 496
0x04000206 | VST1 (multiple single elements)                              | 496
0x04000207 | VST1 (multiple single elements)                              | 496
0x04000208 | VST1 (multiple single elements)                              | 496
0x04000209 | VST1 (multiple single elements)                              | 496
0x0400020A | VST1 (multiple single elements)                              | 496
0x0400020B | VST1 (multiple single elements)                              | 496
0x0400020C | VST1 (multiple single elements)                              | 496
0x0400020D | VST1 (multiple single elements)                              | 496
0x0400020E | VST1 (multiple single elements)                              | 496
0x0400020F | VST1 (multiple single elements)                              | 496
0x04000900 | VST2 (multiple 2-element structures)                         | 496
0x04000901 | VST2 (multiple 2-element structures)                         | 496
0x04000902 | VST2 (multiple 2-element structures)                         | 496
0x04000903 | VST2 (multiple 2-element structures)                         | 496
0x04000904 | VST2 (multiple 2-element structures)                         | 496
0x04000905 | VST2 (multiple 2-element structures)                         | 496
0x04000906 | VST2 (multiple 2-element structures)                         | 496
0x04000A00 | VST1 (multiple single elements)                              | 496
0x04000A01 | VST1 (multiple single elements)                              | 496
0x04000A02 | VST1 (multiple single elements)                              | 496
0x04000A03 | VST1 (multiple single elements)                              | 496
0x04000A04 | VST1 (multiple single elements)                              | 496
0x04000A05 | VST1 (multiple single elements)                              | 496
0x04000A06 | VST1 (multiple single elements)                              | 496
0x04000A07 | VST1 (multiple single elements)                              | 496
0x04000A08 | VST1 (multiple single elements)                              | 496
0x04000A09 | VST1 (multiple single elements)                              | 496
0x04000A0A | VST1 (multiple single elements)                              | 496
0x04000A0B | VST1 (multiple single elements)                              | 496
0x04000A0C | VST1 (multiple single elements)                              | 496
0x04000A0D | VST1 (multiple single elements)                              | 496
0x04000A0E | VST1 (multiple single elements)                              | 496
0x04000800 | VST2 (multiple 2-element structures)                         | 496
0x04000801 | VST2 (multiple 2-element structures)                         | 496
0x04000802 | VST2 (multiple 2-element structures)                         | 496
0x04000803 | VST2 (multiple 2-element structures)                         | 496
0x04000804 | VST2 (multiple 2-element structures)                         | 496
0x04000805 | VST2 (multiple 2-element structures)                         | 496
0x04000806 | VST2 (multiple 2-element structures)                         | 496
0x04A00200 | VLD3 (single 3-element structure to one lane)                | 491
0x04A00600 | VLD3 (single 3-element structure to one lane)                | 491
0x04A00700 | VLD4 (single 4-element structure to one lane)                | 486
0x04800B01 | VST4 (single 4-element structure from one lane)              | 484
0x04800400 | VST1 (single element from one lane)                          | 482
0x04A00300 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00301 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00302 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00303 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00304 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00305 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00306 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00307 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00308 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00309 | VLD4 (single 4-element structure to one lane)                | 480
0x04A0030A | VLD4 (single 4-element structure to one lane)                | 480
0x04A0030B | VLD4 (single 4-element structure to one lane)                | 480
0x04A0030C | VLD4 (single 4-element structure to one lane)                | 480
0x04A0030D | VLD4 (single 4-element structure to one lane)                | 480
0x04A0030E | VLD4 (single 4-element structure to one lane)                | 480
0x04A0030F | VLD4 (single 4-element structure to one lane)                | 480
0x04A00701 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00702 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00703 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00704 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00705 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00706 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00707 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00708 | VLD4 (single 4-element structure to one lane)                | 480
0x04A00709 | VLD4 (single 4-element structure to one lane)                | 480
