[3943694336, 3943694384]
[3943694400, 3943694640]
[3943694656, 3943694896]
[3943694912, 3943695152]
[3943695168, 3943695408]
[3943695424, 3943695664]
[3943695680, 3943695920]
[3943695936, 3943696176]
[3943696192, 3943696432]
[3943696448, 3943696688]
[3943696704, 3943696944]
[3943696960, 3943697200]
[3943697216, 3943697456]
[3943697472, 3943697712]
[3943697728, 3943697968]
[3943697984, 3943698224]
[3943698240, 3943698432]
[3943698480, 3943698496]
[3943698736, 3943698752]
[3943698992, 3943699008]
[3943699248, 3943699264]
[3943699504, 3943699520]
[3943699760, 3943699776]
[3943700016, 3943700032]
[3943700272, 3943700288]
[3943700528, 3943700544]
[3943700784, 3943700800]
[3943701040, 3943701056]
[3943701296, 3943701312]
[3943701552, 3943701568]
[3943701808, 3943701824]
[3943702064, 3943702080]
[3943702320, 3943702336]
[3943702576, 3943702592]
[3943702832, 3943702848]
[3943703088, 3943703104]
[3943703344, 3943703360]
[3943703600, 3943703616]
[3943703856, 3943703872]
[3943704112, 3943704128]
[3943704368, 3943704384]
[3943704624, 3943704640]
[3943704880, 3943704896]
[3943705136, 3943705152]
[3943705392, 3943705408]
[3943705648, 3943705664]
[3943705904, 3943705920]
[3943706160, 3943706176]
[3943706416, 3943706432]
[3943706672, 3943706688]
[3943706928, 3943706944]
[3943707184, 3943707200]
[3943707440, 3943707456]
[3943707696, 3943707712]
[3943707952, 3943707968]
[3943708208, 3943708224]
[3943708464, 3943708480]
[3943708720, 3943708736]
[3943708976, 3943708992]
[3943709232, 3943709248]
[3943709488, 3943709504]
[3943709744, 3943709760]
[3943710000, 3943710016]
[3943710256, 3943710272]
[3943710512, 3943710528]
[3943710768, 3943710784]
[3943711024, 3943711040]
[3943711280, 3943711296]
[3943711536, 3943711552]
[3943711792, 3943711808]
[3943712048, 3943712064]
[3943712304, 3943712320]
[3943712560, 3943712576]
[3943712816, 3943712832]
[3943713072, 3943713088]
[3943713328, 3943713344]
[3943713584, 3943713600]
[3943713840, 3943713856]
[3943714096, 3943714112]
[3943714352, 3943714368]
[3943714608, 3943714624]
[3943714864, 3943714880]
[3943715120, 3943715136]
[3943715376, 3943715392]
[3943715632, 3943715648]
[3943715888, 3943715904]
[3943716144, 3943716160]
[3943716400, 3943716416]
[3943716656, 3943716672]
[3943716912, 3943716928]
[3943717168, 3943717184]
[3943717424, 3943717440]
[3943717680, 3943717696]
[3943717936, 3943717952]
[3943718192, 3943718208]
[3943718448, 3943718464]
[3943718704, 3943718720]
[3943718960, 3943718976]
[3943719216, 3943719232]
[3943719472, 3943719488]
[3943719728, 3943719744]
[3943719984, 3943720000]
[3943720240, 3943720256]
[3943720496, 3943720512]
[3943720752, 3943720768]
[3943721008, 3943721024]
[3943721264, 3943721280]
[3943721520, 3943721536]
[3943721776, 3943721792]
[3943722032, 3943722048]
[3943722288, 3943722304]
[3943722544, 3943722560]
[3943722800, 3943722816]
[3943723056, 3943723072]
[3943723312, 3943723328]
[3943723568, 3943723584]
[3943723824, 3943723840]
[3943724080, 3943724096]
[3943724336, 3943724352]
[3943724592, 3943724608]
[3943724848, 3943724864]
[3943725104, 3943725120]
[3943725360, 3943725376]
[3943725616, 3943725632]
[3943725872, 3943725888]
[3943726128, 3943726144]
[3943726384, 3943726400]
[3943726640, 3943726656]
[3943726896, 3943726912]
[3943727104, 3943727152]
[3943727168, 3943727408]
[3943727424, 3943727664]
[3943727680, 3943727920]
[3943727936, 3943728176]
[3943728192, 3943728432]
[3943728448, 3943728688]
[3943728704, 3943728944]
[3943728960, 3943729200]
[3943729216, 3943729456]
[3943729472, 3943729712]
[3943729728, 3943729968]
[3943729984, 3943730224]
[3943730240, 3943730480]
[3943730496, 3943730736]
[3943730752, 3943730992]
[3943731008, 3943731200]
[3943731248, 3943731264]
[3943731504, 3943731520]
[3943731760, 3943731776]
[3943732016, 3943732032]
[3943732272, 3943732288]
[3943732528, 3943732544]
[3943732784, 3943732800]
[3943733040, 3943733056]
[3943733296, 3943733312]
[3943733552, 3943733568]
[3943733808, 3943733824]
[3943734064, 3943734080]
[3943734320, 3943734336]
[3943734576, 3943734592]
[3943734832, 3943734848]
[3943735088, 3943735104]
[3943735344, 3943735360]
[3943735600, 3943735616]
[3943735856, 3943735872]
[3943736112, 3943736128]
[3943736368, 3943736384]
[3943736624, 3943736640]
[3943736880, 3943736896]
[3943737136, 3943737152]
[3943737392, 3943737408]
[3943737648, 3943737664]
[3943737904, 3943737920]
[3943738160, 3943738176]
[3943738416, 3943738432]
[3943738672, 3943738688]
[3943738928, 3943738944]
[3943739184, 3943739200]
[3943739440, 3943739456]
[3943739696, 3943739712]
[3943739952, 3943739968]
[3943740208, 3943740224]
[3943740464, 3943740480]
[3943740720, 3943740736]
[3943740976, 3943740992]
[3943741232, 3943741248]
[3943741488, 3943741504]
[3943741744, 3943741760]
[3943742000, 3943742016]
[3943742256, 3943742272]
[3943742512, 3943742528]
[3943742768, 3943742784]
[3943743024, 3943743040]
[3943743280, 3943743296]
[3943743536, 3943743552]
[3943743792, 3943743808]
[3943744048, 3943744064]
[3943744304, 3943744320]
[3943744560, 3943744576]
[3943744816, 3943744832]
[3943745072, 3943745088]
[3943745328, 3943745344]
[3943745584, 3943745600]
[3943745840, 3943745856]
[3943746096, 3943746112]
[3943746352, 3943746368]
[3943746608, 3943746624]
[3943746864, 3943746880]
[3943747120, 3943747136]
[3943747376, 3943747392]
[3943747632, 3943747648]
[3943747888, 3943747904]
[3943748144, 3943748160]
[3943748400, 3943748416]
[3943748656, 3943748672]
[3943748912, 3943748928]
[3943749168, 3943749184]
[3943749424, 3943749440]
[3943749680, 3943749696]
[3943749936, 3943749952]
[3943750192, 3943750208]
[3943750448, 3943750464]
[3943750704, 3943750720]
[3943750960, 3943750976]
[3943751216, 3943751232]
[3943751472, 3943751488]
[3943751728, 3943751744]
[3943751984, 3943752000]
[3943752240, 3943752256]
[3943752496, 3943752512]
[3943752752, 3943752768]
[3943753008, 3943753024]
[3943753264, 3943753280]
[3943753520, 3943753536]
[3943753776, 3943753792]
[3943754032, 3943754048]
[3943754288, 3943754304]
[3943754544, 3943754560]
[3943754800, 3943754816]
[3943755056, 3943755072]
[3943755312, 3943755328]
[3943755568, 3943755584]
[3943755824, 3943755840]
[3943756080, 3943756096]
[3943756336, 3943756352]
[3943756592, 3943756608]
[3943756848, 3943756864]
[3943757104, 3943757120]
[3943757360, 3943757376]
[3943757616, 3943757632]
[3943757872, 3943757888]
[3943758128, 3943758144]
[3943758384, 3943758400]
[3943758640, 3943758656]
[3943758896, 3943758912]
[3943759152, 3943759168]
[3943759408, 3943759424]
[3943759664, 3943759680]
[3943759872, 3943759920]
[3943759936, 3943760176]
[3943760192, 3943760432]
[3943760448, 3943760688]
[3943760704, 3943760944]
[3943760960, 3943761200]
[3943761216, 3943761456]
[3943761472, 3943761712]
[3943761728, 3943761968]
[3943761984, 3943762224]
[3943762240, 3943762480]
[3943762496, 3943762736]
[3943762752, 3943762992]
[3943763008, 3943763248]
[3943763264, 3943763504]
[3943763520, 3943763760]
[3943763776, 3943763968]
[3943764016, 3943764032]
[3943764272, 3943764288]
[3943764528, 3943764544]
[3943764784, 3943764800]
[3943765040, 3943765056]
[3943765296, 3943765312]
[3943765552, 3943765568]
[3943765808, 3943765824]
[3943766064, 3943766080]
[3943766320, 3943766336]
[3943766576, 3943766592]
[3943766832, 3943766848]
[3943767088, 3943767104]
[3943767344, 3943767360]
[3943767600, 3943767616]
[3943767856, 3943767872]
[3943768112, 3943768128]
[3943768368, 3943768384]
[3943768624, 3943768640]
[3943768880, 3943768896]
[3943769136, 3943769152]
[3943769392, 3943769408]
[3943769648, 3943769664]
[3943769904, 3943769920]
[3943770160, 3943770176]
[3943770416, 3943770432]
[3943770672, 3943770688]
[3943770928, 3943770944]
[3943771184, 3943771200]
[3943771440, 3943771456]
[3943771696, 3943771712]
[3943771952, 3943771968]
[3943772208, 3943772224]
[3943772464, 3943772480]
[3943772720, 3943772736]
[3943772976, 3943772992]
[3943773232, 3943773248]
[3943773488, 3943773504]
[3943773744, 3943773760]
[3943774000, 3943774016]
[3943774256, 3943774272]
[3943774512, 3943774528]
[3943774768, 3943774784]
[3943775024, 3943775040]
[3943775280, 3943775296]
[3943775536, 3943775552]
[3943775792, 3943775808]
[3943776048, 3943776064]
[3943776304, 3943776320]
[3943776560, 3943776576]
[3943776816, 3943776832]
[3943777072, 3943777088]
[3943777328, 3943777344]
[3943777584, 3943777600]
[3943777840, 3943777856]
[3943778096, 3943778112]
[3943778352, 3943778368]
[3943778608, 3943778624]
[3943778864, 3943778880]
[3943779120, 3943779136]
[3943779376, 3943779392]
[3943779632, 3943779648]
[3943779888, 3943779904]
[3943780144, 3943780160]
[3943780400, 3943780416]
[3943780656, 3943780672]
[3943780912, 3943780928]
[3943781168, 3943781184]
[3943781424, 3943781440]
[3943781680, 3943781696]
[3943781936, 3943781952]
[3943782192, 3943782208]
[3943782448, 3943782464]
[3943782704, 3943782720]
[3943782960, 3943782976]
[3943783216, 3943783232]
[3943783472, 3943783488]
[3943783728, 3943783744]
[3943783984, 3943784000]
[3943784240, 3943784256]
[3943784496, 3943784512]
[3943784752, 3943784768]
[3943785008, 3943785024]
[3943785264, 3943785280]
[3943785520, 3943785536]
[3943785776, 3943785792]
[3943786032, 3943786048]
[3943786288, 3943786304]
[3943786544, 3943786560]
[3943786800, 3943786816]
[3943787056, 3943787072]
[3943787312, 3943787328]
[3943787568, 3943787584]
[3943787824, 3943787840]
[3943788080, 3943788096]
[3943788336, 3943788352]
[3943788592, 3943788608]
[3943788848, 3943788864]
[3943789104, 3943789120]
[3943789360, 3943789376]
[3943789616, 3943789632]
[3943789872, 3943789888]
[3943790128, 3943790144]
[3943790384, 3943790400]
[3943790640, 3943790656]
[3943790896, 3943790912]
[3943791152, 3943791168]
[3943791408, 3943791424]
[3943791664, 3943791680]
[3943791920, 3943791936]
[3943792176, 3943792192]
[3943792432, 3943792448]
[3943792640, 3943792688]
[3943792704, 3943792944]
[3943792960, 3943793200]
[3943793216, 3943793456]
[3943793472, 3943793712]
[3943793728, 3943793968]
[3943793984, 3943794224]
[3943794240, 3943794480]
[3943794496, 3943794736]
[3943794752, 3943794992]
[3943795008, 3943795248]
[3943795264, 3943795504]
[3943795520, 3943795760]
[3943795776, 3943796016]
[3943796032, 3943796272]
[3943796288, 3943796528]
[3943796544, 3943796736]
[3943796784, 3943796800]
[3943797040, 3943797056]
[3943797296, 3943797312]
[3943797552, 3943797568]
[3943797808, 3943797824]
[3943798064, 3943798080]
[3943798320, 3943798336]
[3943798576, 3943798592]
[3943798832, 3943798848]
[3943799088, 3943799104]
[3943799344, 3943799360]
[3943799600, 3943799616]
